serial_number,time_stamp,1 year,2 year,3 year,4 year,5 year,6 year,7 year,8 year,9 year,10 year,15 year,20 year,25 year,30 year
4879,1987-03-18,3.912,3.626,3.589,3.626,3.751,3.833,3.932,4.028,4.325,4.606,,5.044,,
4880,1987-03-17,3.903,3.627,3.588,3.626,3.751,3.833,3.932,4.028,4.337,4.603,,5.047,,
4881,1987-03-16,3.892,3.628,3.588,3.626,3.75,3.833,3.932,4.018,4.307,4.608,,5.031,,
4882,1987-03-13,3.923,3.697,3.639,3.676,3.8,3.884,3.978,4.109,4.39,4.708,,5.121,,
4883,1987-03-12,3.973,3.734,3.66,3.688,3.809,3.893,3.988,4.118,4.41,4.717,,5.121,,
4884,1987-03-11,3.994,3.78,3.69,3.728,3.837,3.924,4.016,4.148,4.437,4.762,,5.137,,
4885,1987-03-10,4.005,3.805,3.732,3.778,3.888,4.015,4.115,4.254,4.549,4.871,,5.198,,
4886,1987-03-09,3.981,3.811,3.732,3.778,3.887,4.025,4.124,4.262,4.549,4.874,,5.198,,
4887,1987-03-07,3.985,3.812,3.731,3.788,3.896,4.045,4.142,4.278,4.568,4.903,,5.21,,
4888,1987-03-06,3.955,3.817,3.73,3.788,3.896,4.044,4.142,4.279,4.548,4.899,,5.226,,
4889,1987-03-05,3.953,3.819,3.74,3.798,3.915,4.075,4.17,4.279,4.546,4.909,,5.184,,
4890,1987-03-04,3.953,3.825,3.741,3.807,3.934,4.085,4.168,4.28,4.536,4.921,,5.183,,
4891,1987-03-03,3.948,3.857,3.771,3.817,3.953,4.106,4.177,4.279,4.537,4.912,,5.183,,
4892,1987-03-02,3.947,3.856,3.77,3.817,3.954,4.105,4.185,4.28,4.537,4.943,,5.176,,
4893,1987-02-28,3.973,3.925,3.769,3.847,3.983,4.124,4.203,4.298,4.538,5.088,,5.179,,
4894,1987-02-27,3.973,3.931,3.799,3.88,4.031,4.196,4.283,4.421,4.678,5.189,,5.245,,
4895,1987-02-26,3.979,3.931,3.798,3.879,4.052,4.224,4.332,4.518,4.801,5.171,,5.34,,
4896,1987-02-25,3.976,3.931,3.798,3.879,4.052,4.245,4.36,4.588,4.837,5.172,,5.343,,
4897,1987-02-24,4.004,3.967,3.827,3.909,4.08,4.274,4.388,4.628,4.874,5.155,,5.405,,
4898,1987-02-23,4.011,3.976,3.857,3.939,4.11,4.324,4.436,4.685,4.92,5.164,,5.459,,
4899,1987-02-20,4.015,3.97,3.875,3.959,4.129,4.352,4.462,4.724,4.976,5.151,,5.472,,
4900,1987-02-19,3.993,3.979,3.906,4.002,4.171,4.401,4.509,4.791,5.039,5.209,,5.497,,
4901,1987-02-18,4,4.028,3.926,4.019,4.188,4.42,4.528,4.819,5.065,5.281,,5.549,,
4902,1987-02-17,3.987,3.995,3.925,4.021,4.188,4.421,4.528,4.81,5.045,5.294,,5.535,,
4903,1987-02-16,3.954,3.968,3.925,4.02,4.187,4.42,4.527,4.811,5.027,5.292,,5.522,,
4904,1987-02-13,3.954,3.947,3.914,4.009,4.174,4.411,4.516,4.793,5.009,5.248,,5.493,,
4905,1987-02-12,3.953,3.914,3.913,4.008,4.173,4.41,4.516,4.792,5,5.18,,5.484,,
4906,1987-02-10,3.957,3.895,3.922,4.02,4.182,4.43,4.534,4.802,4.998,5.167,,5.483,,
4907,1987-02-09,3.943,3.922,3.952,4.05,4.209,4.471,4.562,4.821,5.008,5.128,,5.462,,
4908,1987-02-07,3.945,3.934,3.971,4.068,4.228,4.488,4.58,4.861,5.015,5.146,,5.48,,
4909,1987-02-06,3.923,3.916,3.973,4.068,4.227,4.489,4.579,4.851,4.997,5.139,,5.481,,
4910,1987-02-05,3.978,3.924,3.973,4.093,4.256,4.499,4.589,4.851,4.978,5.122,,5.489,,
4911,1987-02-04,3.985,3.942,4.012,4.124,4.285,4.517,4.607,4.861,4.977,5.121,,5.56,,
4912,1987-02-03,3.983,3.954,4.032,4.16,4.322,4.546,4.636,4.879,4.995,5.17,,5.596,,
4913,1987-02-02,3.988,3.953,4.032,4.161,4.323,4.547,4.636,4.87,4.985,5.138,,5.593,,
4914,1987-01-31,3.984,3.981,4.033,4.16,4.32,4.557,4.635,4.869,4.976,5.152,,5.597,,
4915,1987-01-30,3.99,3.942,4.03,4.159,4.318,4.556,4.633,4.87,4.976,5.168,,5.6,,
4916,1987-01-29,3.988,3.914,4.023,4.158,4.318,4.557,4.634,4.842,4.958,5.1,,5.584,,
4917,1987-01-28,3.986,3.946,4.045,4.178,4.337,4.575,4.653,4.861,4.994,5.134,,5.655,,
4918,1987-01-27,4.059,3.973,4.066,4.197,4.356,4.596,4.681,4.907,5.048,5.19,,5.699,,
4919,1987-01-26,4.112,4.003,4.088,4.239,4.388,4.615,4.689,4.908,5.048,5.19,,5.692,,
4920,1987-01-24,4.163,4.042,4.116,4.266,4.408,4.614,4.689,4.917,5.057,5.185,,5.694,,
4921,1987-01-23,4.171,4.029,4.18,4.314,4.437,4.633,4.706,4.935,5.083,5.211,,5.702,,
4922,1987-01-22,4.168,4.094,4.237,4.363,4.475,4.671,4.734,4.983,5.118,5.212,,5.697,,
4923,1987-01-21,4.201,4.139,4.295,4.406,4.513,4.711,4.772,5.038,5.159,5.239,,5.739,,
4924,1987-01-20,4.2,4.163,4.317,4.425,4.525,4.721,4.772,5.028,5.145,5.186,,5.692,,
4925,1987-01-19,4.229,4.196,4.345,4.453,4.558,4.741,4.796,5.039,5.148,5.198,,5.694,,
4926,1987-01-16,4.258,4.238,4.385,4.484,4.581,4.743,4.803,5.027,5.142,5.202,,5.702,,
4927,1987-01-14,4.278,4.279,4.398,4.503,4.591,4.748,4.811,5.021,5.141,5.215,,5.7,,
4928,1987-01-13,4.29,4.283,4.397,4.504,4.59,4.745,4.81,5.025,5.131,5.222,,5.703,,
4929,1987-01-12,4.306,4.3,4.41,4.503,4.59,4.743,4.81,5.013,5.13,5.214,,5.747,,
4930,1987-01-09,4.329,4.357,4.409,4.502,4.59,4.735,4.809,4.997,5.117,5.21,,5.739,,
4931,1987-01-08,4.335,4.356,4.41,4.501,4.589,4.732,4.808,4.987,5.115,5.227,,5.73,,
4932,1987-01-07,4.356,4.384,4.431,4.52,4.599,4.746,4.826,5.003,5.135,5.254,,5.747,,
4933,1987-01-06,4.388,4.415,4.45,4.539,4.624,4.762,4.845,5.018,5.16,5.281,,5.745,,
4934,1987-01-05,4.403,4.431,4.46,4.549,4.633,4.769,4.859,5.024,5.175,5.29,,5.744,,
4935,1986-12-27,4.41,4.435,4.464,4.544,4.631,4.745,4.852,4.994,5.139,5.364,,5.744,,
4936,1986-12-26,4.433,4.449,4.48,4.549,4.631,4.741,4.85,4.992,5.136,5.356,,5.735,,
4937,1986-12-25,4.432,4.459,4.479,4.549,4.63,4.74,4.85,4.991,5.135,5.347,,5.74,,
4938,1986-12-24,4.483,4.506,4.509,4.577,4.655,4.756,4.869,5.007,5.144,5.356,,5.734,,
4939,1986-12-23,4.489,4.524,4.529,4.597,4.675,4.774,4.886,5.022,5.159,5.373,,5.741,,
4940,1986-12-22,4.494,4.533,4.529,4.596,4.676,4.771,4.896,5.028,5.173,5.374,,5.737,,
4941,1986-12-19,4.491,4.538,4.531,4.595,4.67,4.765,4.893,5.02,5.155,5.369,,5.787,,
4942,1986-12-18,4.497,4.531,4.53,4.595,4.669,4.766,4.892,5.02,5.172,5.377,,5.787,,
4943,1986-12-17,4.493,4.541,4.53,4.594,4.67,4.765,4.902,5.028,5.19,5.394,,5.795,,
4944,1986-12-16,4.501,4.548,4.54,4.603,4.683,4.783,4.921,5.047,5.216,5.428,,5.804,,
4945,1986-12-15,4.517,4.561,4.553,4.622,4.701,4.803,4.939,5.066,5.252,5.445,,5.824,,
4946,1986-12-12,4.514,4.562,4.544,4.602,4.69,4.783,4.92,5.046,5.214,5.395,,5.796,,
4947,1986-12-11,4.518,4.559,4.543,4.601,4.691,4.792,4.928,5.065,5.223,5.387,,5.793,,
4948,1986-12-10,4.516,4.55,4.543,4.6,4.691,4.791,4.929,5.064,5.205,5.362,,5.777,,
4949,1986-12-09,4.52,4.552,4.535,4.589,4.681,4.781,4.929,5.084,5.204,5.369,,5.781,,
4950,1986-12-08,4.518,4.538,4.522,4.571,4.661,4.763,4.908,5.093,5.205,5.37,,5.796,,
4951,1986-12-06,4.519,4.542,4.525,4.569,4.662,4.761,4.908,5.093,5.196,5.362,,5.795,,
4952,1986-12-05,4.515,4.539,4.515,4.585,4.651,4.752,4.888,5.074,5.173,5.337,,5.77,,
4953,1986-12-04,4.574,4.579,4.534,4.614,4.672,4.772,4.907,5.102,5.205,5.371,,5.824,,
4954,1986-12-03,4.621,4.625,4.555,4.65,4.692,4.79,4.926,5.12,5.222,5.396,,5.854,,
4955,1986-12-02,4.638,4.648,4.575,4.67,4.711,4.81,4.945,5.148,5.254,5.43,,5.877,,
4956,1986-12-01,4.654,4.655,4.575,4.67,4.712,4.809,4.944,5.147,5.262,5.43,,5.9,,
4957,1986-11-29,4.635,4.64,4.566,4.633,4.73,4.81,4.93,5.134,5.236,5.487,,,,
4958,1986-11-28,4.629,4.642,4.566,4.634,4.732,4.809,4.93,5.133,5.257,5.511,,,,
4959,1986-11-27,4.623,4.643,4.569,4.634,4.73,4.81,4.938,5.151,5.274,5.555,,,,
4960,1986-11-26,4.6,4.628,4.569,4.616,4.724,4.809,4.937,5.168,5.295,5.594,,,,
4961,1986-11-25,4.578,4.614,4.566,4.617,4.726,4.81,4.947,5.176,5.317,5.591,,,,
4962,1986-11-22,4.572,4.615,4.568,4.617,4.725,4.809,4.944,5.174,5.32,5.588,,,,
4963,1986-11-21,4.556,4.661,4.558,4.609,4.732,4.827,4.963,5.202,5.343,5.6,,,,
4964,1986-11-20,4.604,4.647,4.572,4.691,4.74,4.835,4.973,5.2,5.357,5.576,,,,
4965,1986-11-19,4.59,4.639,4.563,4.693,4.733,4.834,4.996,5.218,5.387,5.616,,,,
4966,1986-11-18,4.575,4.637,4.558,4.7,4.74,4.833,4.994,5.218,5.394,5.623,,,,
4967,1986-11-17,4.6,4.655,4.567,4.72,4.761,4.853,5.017,5.245,5.412,5.647,,,,
4968,1986-11-14,4.564,4.634,4.56,4.72,4.76,4.851,5.016,5.244,5.405,5.648,,,,
4969,1986-11-13,4.549,4.615,4.549,4.719,4.76,4.85,5.015,5.244,5.405,5.647,,,,
4970,1986-11-12,4.544,4.617,4.548,4.718,4.761,4.85,5.023,5.253,5.413,5.667,,,,
4971,1986-11-11,4.579,4.635,4.55,4.72,4.76,4.848,5.041,5.27,5.438,5.69,,,,
4972,1986-11-10,4.583,4.648,4.53,4.708,4.751,4.839,5.021,5.251,5.411,5.679,,,,
4973,1986-11-07,4.578,4.629,4.509,4.707,4.751,4.837,5.021,5.241,5.402,5.642,,,,
4974,1986-11-06,4.573,4.63,4.508,4.707,4.751,4.837,5.021,5.224,5.385,5.599,,,,
4975,1986-11-05,4.576,4.648,4.511,4.706,4.75,4.835,5.038,5.241,5.411,5.621,,,,
4976,1986-11-04,4.57,4.66,4.52,4.724,4.77,4.854,5.065,5.268,5.436,5.647,,,,
4977,1986-11-01,4.576,4.64,4.53,4.742,4.781,4.853,5.064,5.259,5.433,5.67,,,,
4978,1986-10-31,4.591,4.657,4.548,4.771,4.802,4.872,5.092,5.279,5.449,5.697,,,,
4979,1986-10-30,4.595,4.659,4.548,4.744,4.754,4.824,5.019,5.217,5.42,5.535,,,,
4980,1986-10-29,4.791,4.857,4.652,4.84,4.897,4.962,5.155,5.389,5.57,5.736,,,,
4981,1986-10-28,4.824,4.889,4.682,4.869,4.928,4.99,5.192,5.425,5.607,5.754,,,,
4982,1986-10-27,4.818,4.89,4.691,4.878,4.938,4.998,5.208,5.444,5.623,5.771,,,,
4983,1986-10-25,4.817,4.888,4.692,4.876,4.936,4.997,5.206,5.443,5.615,5.761,,,,
4984,1986-10-24,4.818,4.911,4.693,4.877,4.938,4.996,5.222,5.47,5.641,5.785,,,,
4985,1986-10-23,4.822,4.917,4.711,4.896,4.956,5.044,5.242,5.502,5.672,5.772,,,,
4986,1986-10-22,4.872,4.983,4.781,4.964,5.022,5.109,5.33,5.619,5.769,5.897,,,,
4987,1986-10-21,4.847,4.954,4.745,4.895,4.964,5.059,5.29,5.582,5.74,5.883,,,,
4988,1986-10-20,4.841,4.956,4.745,4.894,4.963,5.058,5.29,5.581,5.74,5.883,,,,
4989,1986-10-17,4.785,4.91,4.696,4.845,4.914,5.012,5.209,5.489,5.637,5.764,,,,
4990,1986-10-16,4.741,4.876,4.668,4.814,4.886,4.981,5.12,5.419,5.576,5.707,,,,
4991,1986-10-15,4.725,4.877,4.668,4.815,4.885,4.98,5.12,5.396,5.53,5.691,,,,
4992,1986-10-14,4.729,4.879,4.67,4.814,4.887,4.979,5.113,5.379,5.506,5.654,,,,
4993,1986-10-13,4.763,4.892,4.67,4.813,4.886,4.98,5.112,5.395,5.523,5.682,,,,
4994,1986-10-09,4.678,4.865,4.652,4.791,4.866,4.961,5.084,5.355,5.488,5.623,,,,
4995,1986-10-08,4.674,4.857,4.645,4.782,4.865,4.951,5.073,5.337,5.478,5.603,,,,
4996,1986-10-07,4.648,4.846,4.653,4.782,4.866,4.952,5.075,5.322,5.456,5.61,,,,
4997,1986-10-06,4.652,4.848,4.653,4.781,4.866,4.947,5.095,5.295,5.417,5.589,,,,
4998,1986-10-04,4.724,4.858,4.681,4.81,4.895,4.975,5.132,5.31,5.414,5.612,,,,
4999,1986-10-03,4.769,4.87,4.718,4.84,4.924,5.004,5.161,5.336,5.444,5.6,,,,
5000,1986-10-02,4.838,4.875,4.781,4.875,4.951,5.034,5.181,5.354,5.466,5.581,,,,
5001,1986-10-01,4.841,4.884,4.809,4.905,4.981,5.061,5.222,5.407,5.52,5.63,,,,
5002,1986-09-30,4.843,4.846,4.805,4.923,5.027,5.11,5.271,5.438,5.547,5.638,,,,
5003,1986-09-29,4.853,4.82,4.791,4.922,5.026,5.11,5.266,5.405,5.51,5.605,,,,
5004,1986-09-27,4.854,4.808,4.79,4.92,5.035,5.119,5.277,5.387,5.459,5.555,,,,
5005,1986-09-26,4.859,4.81,4.798,4.931,5.045,5.127,5.293,5.406,5.477,5.573,,,,
5006,1986-09-25,4.903,4.781,4.786,4.921,5.042,5.13,5.278,5.38,5.435,5.531,,,,
5007,1986-09-24,4.899,4.773,4.784,4.92,5.042,5.13,5.27,5.372,5.425,5.534,,,,
5008,1986-09-22,4.893,4.795,4.788,4.92,5.041,5.13,5.268,5.385,5.443,5.551,,,,
5009,1986-09-19,4.895,4.805,4.788,4.921,5.023,5.112,5.234,5.347,5.401,5.498,,,,
5010,1986-09-18,4.918,4.822,4.806,4.94,5.044,5.126,5.282,5.405,5.453,5.557,,,,
5011,1986-09-17,4.859,4.818,4.809,4.939,5.044,5.129,5.269,5.429,5.501,5.575,,,,
5012,1986-09-16,4.847,4.844,4.847,4.977,5.082,5.167,5.306,5.476,5.572,5.555,,,,
5013,1986-09-12,4.811,4.841,4.776,4.919,5.035,5.118,5.257,5.428,5.527,5.515,,,,
5014,1986-09-11,4.746,4.778,4.729,4.854,4.967,5.042,5.13,5.331,5.451,5.43,,,,
5015,1986-09-10,4.74,4.779,4.729,4.853,4.967,5.041,5.136,5.296,5.403,5.39,,,,
5016,1986-09-09,4.744,4.782,4.726,4.868,4.987,5.058,5.156,5.3,5.402,5.39,,,,
5017,1986-09-08,4.742,4.768,4.734,4.882,4.988,5.059,5.149,5.29,5.391,5.392,,,,
5018,1986-09-06,4.754,4.763,4.73,4.88,4.988,5.058,5.156,5.299,5.405,5.419,,,,
5019,1986-09-05,4.687,4.676,4.649,4.809,4.92,4.986,5.052,5.171,5.278,5.304,,,,
5020,1986-09-04,4.68,4.679,4.668,4.831,4.939,5.008,5.056,5.179,5.282,5.304,,,,
5021,1986-09-03,4.682,4.691,4.669,4.829,4.94,5.009,5.057,5.177,5.286,5.321,,,,
5022,1986-09-02,4.638,4.638,4.61,4.777,4.891,4.96,5.003,5.115,5.217,5.245,,,,
5023,1986-09-01,4.633,4.635,4.604,4.767,4.881,4.952,4.987,5.088,5.187,5.23,,,,
5024,1986-08-30,4.631,4.642,4.611,4.776,4.89,4.962,4.984,5.073,5.194,5.116,,,,
5025,1986-08-29,4.636,4.644,4.612,4.791,4.918,4.992,5.013,5.1,5.224,5.119,,,,
5026,1986-08-28,4.628,4.652,4.63,4.803,4.927,5.002,5.022,5.11,5.226,5.119,,,,
5027,1986-08-27,4.637,4.641,4.626,4.803,4.928,5.001,5.024,5.096,5.207,5.103,,,,
5028,1986-08-26,4.632,4.639,4.646,4.807,4.926,5.002,5.024,5.095,5.209,5.09,,,,
5029,1986-08-25,4.634,4.65,4.647,4.805,4.927,5.001,5.024,5.096,5.209,5.09,,,,
5030,1986-08-23,4.643,4.627,4.642,4.807,4.925,5.002,5.018,5.085,5.199,5.084,,,,
5031,1986-08-22,4.653,4.702,4.698,4.808,4.956,5.029,5.043,5.102,5.201,5.085,,,,
5032,1986-08-21,4.736,4.792,4.755,4.858,5.002,5.085,5.095,5.138,5.209,5.073,,,,
5033,1986-08-20,4.724,4.821,4.754,4.897,5.028,5.088,5.1,5.149,5.208,5.097,,,,
5034,1986-08-19,4.751,4.852,4.779,4.906,5.035,5.086,5.114,5.158,5.199,5.101,,,,
5035,1986-08-18,4.746,4.859,4.778,4.926,5.055,5.106,5.128,5.165,5.212,5.088,,,,
5036,1986-08-15,4.763,4.874,4.788,4.943,5.073,5.127,5.145,5.192,5.22,5.09,,,,
5037,1986-08-14,4.718,4.885,4.797,4.973,5.104,5.155,5.173,5.228,5.247,5.095,,,,
5038,1986-08-13,4.713,4.892,4.799,4.982,5.114,5.166,5.179,5.248,5.236,5.081,,,,
5039,1986-08-12,4.719,4.894,4.797,5.011,5.143,5.193,5.208,5.275,5.271,5.084,,,,
5040,1986-08-11,4.714,4.895,4.796,5.02,5.16,5.213,5.225,5.304,5.316,5.083,,,,
5041,1986-08-08,4.711,4.899,4.796,5.028,5.17,5.223,5.233,5.323,5.313,5.142,,,,
5042,1986-08-07,4.716,4.896,4.798,5.027,5.169,5.222,5.233,5.322,5.316,5.131,,,,
5043,1986-08-06,4.712,4.897,4.796,5.036,5.178,5.232,5.242,5.338,5.338,5.179,,,,
5044,1986-08-05,4.697,4.888,4.782,5.016,5.16,5.213,5.227,5.298,5.305,5.143,,,,
5045,1986-08-04,4.704,4.874,4.787,5.015,5.159,5.209,5.24,5.307,5.296,5.187,,,,
5046,1986-08-02,4.705,4.882,4.805,5.023,5.17,5.21,5.246,5.311,5.297,5.176,,,,
5047,1986-08-01,4.711,4.878,4.823,5.042,5.188,5.227,5.277,5.347,5.302,5.199,,,,
5048,1986-07-31,4.706,4.884,4.835,5.051,5.207,5.255,5.303,5.387,5.308,5.201,,,,
5049,1986-07-30,4.711,4.9,4.854,5.07,5.226,5.271,5.337,5.447,5.328,5.202,,,,
5050,1986-07-29,4.707,4.896,4.853,5.071,5.227,5.268,5.343,5.457,5.337,5.211,,,,
5051,1986-07-28,4.703,4.892,4.855,5.07,5.225,5.269,5.344,5.454,5.353,5.207,,,,
5052,1986-07-26,4.706,4.874,4.851,5.067,5.225,5.267,5.35,5.461,5.338,5.212,,,,
5053,1986-07-25,4.723,4.87,4.863,5.069,5.226,5.269,5.35,5.46,5.343,5.191,,,,
5054,1986-07-24,4.729,4.867,4.861,5.068,5.225,5.268,5.348,5.464,5.327,5.244,,,,
5055,1986-07-23,4.723,4.883,4.87,5.077,5.234,5.277,5.358,5.468,5.33,5.263,,,,
5056,1986-07-22,4.729,4.875,4.862,5.075,5.235,5.279,5.353,5.456,5.329,5.253,,,,
5057,1986-07-21,4.725,4.871,4.851,5.066,5.226,5.27,5.343,5.448,5.31,5.247,,,,
5058,1986-07-19,4.726,4.874,4.851,5.065,5.226,5.284,5.418,5.437,5.475,5.208,,,,
5059,1986-07-18,4.76,4.901,4.871,5.082,5.244,5.302,5.446,5.465,5.501,5.234,,,,
5060,1986-07-17,4.766,4.902,4.879,5.093,5.263,5.332,5.474,5.491,5.519,5.244,,,,
5061,1986-07-16,4.762,4.903,4.881,5.092,5.262,5.331,5.472,5.483,5.51,5.217,,,,
5062,1986-07-15,4.758,4.891,4.859,5.079,5.252,5.32,5.463,5.473,5.503,5.191,,,,
5063,1986-07-14,4.744,4.89,4.881,5.092,5.261,5.33,5.473,5.473,5.511,5.2,,,,
5064,1986-07-11,4.741,4.889,4.871,5.07,5.25,5.321,5.463,5.473,5.521,5.221,,,,
5065,1986-07-10,4.734,4.9,4.871,5.068,5.242,5.302,5.444,5.454,5.504,5.151,,,,
5066,1986-07-09,4.758,4.921,4.899,5.097,5.271,5.33,5.481,5.509,5.567,5.138,,,,
5067,1986-07-08,4.754,4.917,4.901,5.097,5.255,5.301,5.452,5.471,5.541,5.123,,,,
5068,1986-07-07,4.773,4.9,4.88,5.069,5.224,5.271,5.424,5.435,5.505,5.091,,,,
5069,1986-07-05,4.794,4.913,4.891,5.07,5.224,5.27,5.425,5.426,5.498,5.103,,,,
5070,1986-07-04,4.816,4.941,4.893,5.065,5.25,5.29,5.451,5.458,5.355,,,,,
5071,1986-07-03,4.841,4.952,4.915,5.075,5.269,5.309,5.478,5.487,5.377,,,,,
5072,1986-07-02,4.875,4.973,4.942,5.113,5.308,5.339,5.505,5.523,5.42,,,,,
5073,1986-07-01,4.827,4.92,4.898,5.09,5.281,5.31,5.467,5.47,5.354,,,,,
5074,1986-06-30,4.838,4.95,4.92,5.113,5.282,5.309,5.466,5.461,4.994,,,,,
5075,1986-06-28,4.872,4.998,4.95,5.131,5.293,5.318,5.474,5.463,4.968,,,,,
5076,1986-06-27,4.901,5.087,4.992,5.145,5.356,5.351,5.474,5.491,4.943,,,,,
5077,1986-06-26,4.979,5.151,5.022,5.193,5.387,5.387,5.52,5.521,4.955,,,,,
5078,1986-06-25,5.033,5.17,5.031,5.2,5.406,5.406,5.538,5.532,4.966,,,,,
5079,1986-06-24,5.02,5.207,5.066,5.219,5.433,5.436,5.565,5.576,5.039,,,,,
5080,1986-06-23,5.046,5.216,5.11,5.268,5.471,5.491,5.611,5.64,5.117,,,,,
5081,1986-06-21,5.049,5.2,5.09,5.256,5.461,5.473,5.598,5.616,5.036,,,,,
5082,1986-06-20,5.044,5.197,5.079,5.249,5.45,5.573,5.616,5.599,5.014,,,,,
5083,1986-06-19,5.021,5.178,5.061,5.238,5.428,5.576,5.601,5.565,4.952,,,,,
5084,1986-06-18,5.028,5.172,5.049,5.237,5.429,5.575,5.599,5.566,4.946,,,,,
5085,1986-06-17,5.057,5.165,5.051,5.218,5.417,5.566,5.59,5.557,4.943,,,,,
5086,1986-06-16,5.055,5.15,5.056,5.223,5.392,5.538,5.553,5.514,4.916,,,,,
5087,1986-06-13,5.066,5.173,5.066,5.239,5.393,5.537,5.553,5.516,4.942,,,,,
5088,1986-06-12,5.077,5.193,5.088,5.258,5.411,5.573,5.591,5.57,4.992,,,,,
5089,1986-06-11,5.067,5.171,5.067,5.239,5.391,5.546,5.554,5.516,4.954,,,,,
5090,1986-06-10,5.083,5.172,5.075,5.239,5.392,5.546,5.572,5.545,4.996,,,,,
5091,1986-06-09,5.093,5.156,5.065,5.23,5.389,5.544,5.571,5.545,4.993,,,,,
5092,1986-06-07,5.1,5.135,5.061,5.233,5.37,5.544,5.572,5.564,5.028,,,,,
5093,1986-06-06,5.146,5.184,5.107,5.296,5.439,5.608,5.635,5.672,5.144,,,,,
5094,1986-06-05,5.155,5.174,5.123,5.317,5.453,5.655,5.681,5.717,5.187,,,,,
5095,1986-06-04,5.113,5.152,5.119,5.318,5.456,5.637,5.663,5.7,5.198,,,,,
5096,1986-06-03,5.119,5.152,5.135,5.333,5.502,5.662,5.768,5.827,5.302,,,,,
5097,1986-06-02,5.043,5.063,5.125,5.313,5.471,5.635,5.74,5.827,5.309,,,,,
5098,1986-05-31,4.938,5.015,5.087,5.274,5.411,5.541,5.639,5.718,5.243,,,,,
5099,1986-05-30,4.886,4.991,5.084,5.268,5.451,5.571,5.674,5.755,5.273,,,,,
5100,1986-05-29,4.825,4.96,5.058,5.239,5.423,5.542,5.629,5.71,5.249,,,,,
5101,1986-05-28,4.751,4.807,4.986,5.195,5.377,5.471,5.537,5.62,5.169,,,,,
5102,1986-05-27,4.663,4.762,4.971,5.184,5.366,5.461,5.501,5.566,5.124,,,,,
5103,1986-05-26,4.644,4.741,4.943,5.164,5.329,5.435,5.43,5.492,5.098,,,,,
5104,1986-05-24,4.635,4.742,4.943,5.164,5.328,5.434,5.42,5.482,5.096,,,,,
5105,1986-05-23,4.649,4.722,4.936,5.163,5.335,5.444,5.439,5.502,5.112,,,,,
5106,1986-05-22,4.647,4.716,4.917,5.15,5.333,5.435,5.402,5.466,5.033,,,,,
5107,1986-05-21,4.642,4.717,4.918,5.153,5.339,5.43,5.534,5.565,5.077,,,,,
5108,1986-05-20,4.727,4.617,4.793,5.154,5.203,5.415,5.589,5.62,5.133,,,,,
5109,1986-05-19,4.726,4.612,4.784,5.104,5.21,5.373,5.524,5.572,5.138,,,,,
5110,1986-05-17,4.73,4.611,4.783,5.104,5.21,5.329,5.46,5.5,5.098,,,,,
5111,1986-05-16,4.727,4.613,4.76,5.103,5.209,5.33,5.458,5.543,5.143,,,,,
5112,1986-05-15,4.704,4.594,4.73,5.052,5.161,5.237,5.371,5.461,5.092,,,,,
5113,1986-05-14,4.701,4.611,4.711,5.033,5.152,5.184,5.314,5.406,5.053,,,,,
5114,1986-05-13,4.697,4.644,4.712,5.031,5.153,5.183,5.314,5.403,5.086,,,,,
5115,1986-05-12,4.694,4.652,4.68,4.981,5.095,5.1,5.219,5.313,4.997,,,,,
5116,1986-05-09,4.685,4.642,4.671,4.97,5.086,5.086,5.138,5.245,4.951,,,,,
5117,1986-05-08,4.68,4.664,4.663,4.968,5.085,5.052,5.1,5.209,4.904,,,,,
5118,1986-05-07,4.677,4.661,4.651,4.959,5.076,5.041,5.107,5.235,4.933,,,,,
5119,1986-05-06,4.653,4.673,4.643,4.947,5.067,5.039,5.105,5.236,4.928,,,,,
5120,1986-05-02,4.639,4.676,4.632,4.934,5.057,5.032,5.077,5.208,4.89,,,,,
5121,1986-05-01,4.604,4.683,4.601,4.915,5.03,5.008,5.11,5.246,4.947,,,,,
5122,1986-04-30,4.522,4.634,4.542,4.864,4.933,4.954,5.063,5.199,4.903,,,,,
5123,1986-04-28,4.507,4.617,4.541,4.864,4.934,4.954,5.063,5.202,4.886,,,,,
5124,1986-04-26,4.482,4.595,4.522,4.832,4.903,4.926,5.024,5.166,4.812,,,,,
5125,1986-04-25,4.477,4.611,4.541,4.835,4.902,4.967,5.082,5.222,4.882,,,,,
5126,1986-04-24,4.484,4.613,4.543,4.834,4.901,4.97,5.056,5.199,4.883,,,,,
5127,1986-04-23,4.481,4.615,4.541,4.832,4.903,4.969,5.055,5.215,4.907,,,,,
5128,1986-04-22,4.538,4.633,4.56,4.834,4.873,4.968,5.038,5.204,4.888,,,,,
5129,1986-04-21,4.553,4.654,4.584,4.817,4.871,4.963,5.076,5.178,4.869,,,,,
5130,1986-04-19,4.604,4.702,4.633,4.845,4.917,5.025,5.167,5.271,4.965,,,,,
5131,1986-04-18,4.626,4.74,4.637,4.844,4.919,5.025,5.173,5.29,4.973,,,,,
5132,1986-04-17,4.729,4.812,4.714,4.885,4.974,5.091,5.246,5.371,5.057,,,,,
5133,1986-04-16,4.782,4.859,4.764,4.925,5.018,5.205,5.347,5.451,5.181,,,,,
5134,1986-04-15,4.786,4.878,4.804,4.926,5.042,5.261,5.403,5.508,5.208,,,,,
5135,1986-04-14,4.793,4.879,4.806,4.925,5.044,5.238,5.357,5.465,5.118,,,,,
